Year,Season,Genotype_ID,Genotype_ID_C,Treatment,Plant_ID,Date,Length_of_Leaf_4_mm,Length_of_Leaf_5_mm,Length_of_Leaf_5_cm,Origin_Grouped_by_Region,Origin_Single,Origin_Grouped_by_Climate,Genetic_Origin,Length_of_Lean_4_cm
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-16,230,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-17,289,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-18,344,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-19,378,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-20,404,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-21,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-22,425,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,194,2021-06-23,427,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-13,125,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-14,172,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-15,223,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-16,275,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-16,257,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-17,328,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-18,365,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-19,385,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-20,382,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-21,402,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-22,402,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,195,2021-06-23,405,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-13,112,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-14,163,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-15,219,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-16,263,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-17,292,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-18,308,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-19,288,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-20,333,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-21,375,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-22,380,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-23,373,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,198,2021-06-24,373,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-13,101,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-14,154,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-15,208,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-17,296,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-18,325,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-19,332,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-20,334,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-21,339,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-22,410,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-23,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,199,2021-06-24,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-15,120,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-16,181,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-17,245,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-18,300,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-19,339,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-20,356,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-21,362,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-22,365,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-23,430,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-24,444,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-25,455,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-26,455,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-27,450,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,200,2021-06-28,450,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-13,135,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-14,172,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-15,211,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-16,244,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-17,298,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-18,324,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-19,342,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-20,367,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-21,372,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-22,392,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-23,410,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-24,419,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-25,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-26,425,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-27,425,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,201,2021-06-28,425,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-13,87,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-14,145,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-15,201,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-16,249,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-17,289,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-18,321,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-19,330,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-20,332,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-21,337,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-22,340,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,204,2021-06-23,339,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-11,102,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-12,153,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-13,223,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-14,291,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-15,332,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-16,362,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-17,375,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-18,381,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-19,423,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-20,445,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-21,470,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-22,470,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-23,500,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-24,515,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-25,526,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-26,554,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-27,545,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-28,550,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-29,550,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,205,2021-06-30,555,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-12,83,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-13,150,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-14,220,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-15,292,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-16,335,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-17,352,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-18,415,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-19,464,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-20,498,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-21,517,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-22,520,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-23,525,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,207,2021-06-24,518,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-12,118,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-13,166,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-14,213,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-15,256,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-16,297,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-17,350,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-18,385,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-19,412,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-20,416,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-21,428,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-22,426,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,208,2021-06-23,426,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-14,107,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-15,147,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-16,193,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-17,249,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-18,300,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-19,342,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-20,372,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-21,385,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-22,385,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,209,2021-06-23,385,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-14,142,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-15,191,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-16,239,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-17,301,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-18,360,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-19,391,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-20,415,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-21,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-22,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2021,SUMMER,OH7B,OH7B,Control,210,2021-06-23,420,NA,NA,USA,NA,TEMPERATE,NON_STIFF_STALK,
2022,FALL,B73,B73,Control,1,2022-11-03,82,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-04,114,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-05,148,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-06,200,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-07,227,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-08,242,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-09,253,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-10,245,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-11,255,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-12,249,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-13,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,1,2022-11-14,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-03,67,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-04,117,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-05,167,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-06,216,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-07,251,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-08,265,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-09,279,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-10,278,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-11,283,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-12,279,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-13,281,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,2,2022-11-14,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-03,60,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-04,98,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-05,131,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-06,285,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-07,214,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-08,235,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-09,237,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-10,247,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-11,255,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-12,241,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-13,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,3,2022-11-14,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-03,88,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-04,127,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-05,159,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-06,203,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-07,230,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-08,236,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-09,242,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-10,249,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-11,253,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-12,245,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-13,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,4,2022-11-14,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-03,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-04,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-05,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-06,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-08,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-09,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-10,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-11,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-12,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-13,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,5,2022-11-14,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-03,72,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-04,132,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-05,177,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-06,233,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-07,265,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-08,274,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2022,FALL,B73,B73,Control,6,2022-11-09,284,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
